CASEID,AGE,SEX,GENHEALTH,ACT_CAREHH,ACT_CARENHH,ACT_EDUC,ACT_FOOD,ACT_HHACT,ACT_PURCH,ACT_RELIG,ACT_SOCIAL,ACT_SPORTS,ACT_VOL,ACT_WORK,ACT_SLEEPING
20100000000000,70,2,2,0,0,0,95,93,0,275,321,0,0,0,445
20100000000000,60,1,5,0,0,0,5,0,0,0,715,0,0,0,605
20100000000000,60,1,2,0,0,0,150,60,0,0,570,0,0,0,630
20100000000000,58,2,4,0,15,0,25,75,60,0,440,0,0,0,765
20100000000000,34,2,1,160,0,0,60,115,0,5,100,0,0,390,480
20100000000000,85,2,2,0,0,0,30,100,110,0,595,0,0,0,480
20100000000000,50,2,5,6,0,0,20,55,0,0,107,0,0,0,1155
20100000000000,41,2,2,2,0,0,40,0,0,0,283,0,0,425,630
20100000000000,66,2,3,0,0,0,35,90,0,115,285,0,105,0,620
20100000000000,44,2,2,110,0,0,60,70,0,0,75,0,0,625,375
20100000000000,31,2,4,0,0,0,20,280,90,0,60,0,0,420,439
20100000000000,52,2,3,0,0,0,90,120,0,0,0,0,0,645,480
20100000000000,80,1,4,0,0,0,60,97,0,0,507,0,0,0,701
20100000000000,58,2,3,0,0,0,45,15,0,0,405,0,0,0,930
20100000000000,38,2,1,163,5,0,90,165,150,0,269,50,30,0,405
20100000000000,37,1,2,285,0,0,15,200,80,0,264,0,0,0,540
20100000000000,51,2,2,0,0,0,45,35,120,40,190,0,0,270,405
20100000000000,34,1,2,0,0,0,120,60,10,0,770,0,0,0,270
20100000000000,38,2,2,0,0,0,40,440,0,0,240,0,0,0,675
20100000000000,39,2,3,70,0,0,30,61,3,0,0,0,0,776,330
20100000000000,23,2,4,0,0,0,20,30,1,0,70,0,0,0,1223
20100000000000,59,2,2,0,225,0,120,0,0,0,380,0,0,0,495
20100000000000,72,2,2,0,0,0,80,165,0,0,550,0,0,0,585
20100000000000,28,2,1,110,0,0,85,45,0,0,300,0,0,560,120
20100000000000,75,2,4,0,0,0,20,65,0,120,460,0,40,0,480
20100000000000,24,2,3,105,0,0,30,180,0,0,43,0,0,0,840
20100000000000,30,2,1,0,0,0,30,52,0,0,60,60,0,473,644
20100000000000,29,2,3,196,10,0,105,280,135,0,105,0,0,0,474
20100000000000,34,1,2,10,0,0,150,0,0,0,195,90,0,490,420
20100000000000,60,2,2,32,0,0,60,50,0,0,788,0,0,0,360
20100000000000,44,1,3,15,0,0,80,115,0,0,205,0,0,500,495
20100000000000,70,1,4,0,0,0,21,383,0,0,580,0,0,0,454
20100000000000,36,1,1,130,0,0,120,75,0,0,300,0,0,220,480
20100000000000,29,2,1,0,0,0,110,80,0,90,380,0,0,59,590
20100000000000,66,2,1,0,190,0,5,5,40,0,435,0,0,0,570
20100000000000,55,1,2,105,2,0,90,60,30,325,60,0,0,0,585
20100000000000,45,2,1,89,0,0,90,67,5,103,373,0,150,0,411
20100000000000,76,2,3,815,0,0,10,50,0,0,175,0,0,0,330
20100000000000,53,1,5,0,0,0,40,225,45,0,115,0,0,480,371
20100000000000,59,1,3,0,0,0,90,15,30,0,363,0,0,450,375
20100000000000,80,2,4,0,0,0,165,335,0,0,180,0,0,0,670
20100000000000,63,2,2,0,0,0,200,0,0,0,640,45,0,0,480
20100000000000,55,2,1,0,0,0,60,90,0,0,225,0,0,555,390
20100000000000,44,1,3,0,0,0,80,30,0,0,125,0,0,570,480
20100000000000,62,2,5,0,0,0,114,196,135,145,295,0,0,0,410
20100000000000,41,2,3,46,0,0,57,0,10,0,110,0,0,562,530
20100000000000,17,1,NA,0,0,425,90,0,0,0,0,0,0,0,875
20100000000000,77,2,5,0,0,0,15,45,0,0,720,0,0,0,630
20100000000000,38,2,2,287,0,0,80,90,0,0,209,0,0,0,660
20100000000000,50,1,2,0,0,0,25,532,20,0,64,0,0,397,303
20100000000000,29,2,3,90,0,0,105,90,0,0,375,0,0,0,480
20100000000000,75,1,4,0,0,0,35,0,15,0,595,30,0,0,730
20100000000000,36,2,1,50,0,0,0,420,0,155,293,0,0,0,420
20100000000000,56,2,2,0,0,0,50,90,90,80,237,0,0,450,295
20100000000000,42,1,2,0,0,0,75,15,0,0,60,0,0,670,465
20100000000000,60,2,4,0,0,0,142,278,0,0,390,0,0,0,630
20100000000000,22,1,4,0,0,0,20,0,0,0,759,0,0,0,660
20100000000000,24,2,NA,0,0,0,30,45,0,0,0,0,0,240,1085
20100000000000,45,1,4,0,0,0,20,25,0,0,714,0,0,0,600
20100000000000,78,2,1,0,2,0,15,63,40,90,718,0,0,0,420
20100000000000,16,1,1,0,0,361,33,0,0,60,137,45,0,0,570
20100000000000,39,1,3,125,0,0,85,285,0,0,300,0,0,15,480
20100000000000,50,2,2,50,0,0,75,45,15,0,30,0,60,480,465
20100000000000,50,2,3,25,0,0,30,40,55,0,0,0,0,0,695
20100000000000,46,2,2,83,0,0,50,201,0,0,25,0,415,75,449
20100000000000,29,1,4,350,0,0,80,185,60,0,227,0,0,0,420
20100000000000,52,1,5,0,0,0,30,180,0,0,480,0,0,0,720
20100000000000,25,1,NA,0,0,370,40,64,10,0,242,0,0,0,585
20100000000000,34,2,3,240,0,0,90,330,0,0,120,120,0,0,510
20100000000000,79,1,3,0,0,0,70,10,60,0,618,0,0,0,615
20100000000000,70,2,3,0,30,0,30,240,0,0,300,0,180,0,630
20100000000000,45,2,5,0,0,0,50,95,30,0,235,0,0,480,405
20100000000000,69,1,2,0,0,0,29,0,0,345,225,0,0,0,455
20100000000000,60,2,2,0,90,0,15,170,45,0,355,0,0,0,570
20100000000000,57,1,2,35,0,0,85,60,0,0,120,0,0,460,445
20100000000000,30,2,1,0,0,0,120,90,170,0,435,0,0,5,540
20100000000000,44,1,3,155,0,180,40,55,0,10,70,0,345,0,480
20100000000000,27,2,NA,100,0,0,90,60,0,0,155,0,0,400,510
20100000000000,68,2,5,0,0,0,35,163,0,0,467,0,0,0,705
20100000000000,29,2,1,305,0,0,95,265,0,0,0,0,0,90,508
20100000000000,66,1,3,0,0,0,65,115,0,0,510,0,180,0,510
20100000000000,53,2,4,0,0,0,3,54,0,0,603,60,0,0,660
20100000000000,58,1,1,0,0,0,120,245,0,0,350,0,0,0,630
20100000000000,20,1,4,0,0,0,30,0,20,0,620,180,0,0,560
20100000000000,37,2,3,125,1,0,20,175,20,0,273,0,0,0,630
20100000000000,16,1,1,0,0,90,55,30,0,0,488,0,0,0,700
20100000000000,54,2,5,5,0,0,90,90,65,0,220,0,0,380,480
20100000000000,32,1,3,0,35,0,35,0,0,0,195,0,0,400,420
20100000000000,26,2,2,0,0,0,135,25,15,0,85,0,0,220,605
20100000000000,19,1,NA,0,0,0,50,290,0,0,80,60,0,0,545
20100000000000,53,2,2,0,0,0,35,10,5,0,295,0,0,500,480
20100000000000,58,1,4,0,0,0,10,4,10,0,426,0,0,0,600
20100000000000,33,2,3,105,0,0,60,20,10,0,25,165,0,430,464
20100000000000,37,2,2,0,0,0,57,85,1,0,120,60,0,468,504
20100000000000,40,1,3,161,0,0,45,439,5,0,90,0,0,0,600
20100000000000,64,2,2,0,0,0,75,295,0,0,180,50,0,0,509
20100000000000,43,1,2,0,0,0,75,30,1,0,65,60,0,554,520
20100000000000,77,1,1,0,0,0,240,0,0,0,375,0,0,0,540
20100000000000,63,1,3,0,0,0,11,7,0,0,643,0,0,0,720
20100000000000,85,1,2,0,0,0,30,30,0,0,840,0,0,0,540
20100000000000,78,1,3,0,0,0,90,0,0,0,750,0,0,0,600
20100000000000,27,2,3,90,0,0,0,120,60,0,555,0,0,0,510
20100000000000,48,2,5,0,0,0,90,0,0,0,720,0,0,0,630
20100000000000,19,1,1,0,0,0,30,0,2,0,748,0,0,0,555
20100000000000,46,1,4,0,95,0,75,210,30,0,110,0,0,0,630
20100000000000,80,1,2,0,0,0,60,135,20,0,721,0,0,0,450
20100000000000,47,2,4,0,0,0,45,0,0,0,675,0,0,0,720
20100000000000,75,2,3,0,0,0,150,65,60,0,235,93,0,0,570
20100000000000,69,2,3,0,19,0,15,60,30,0,746,0,0,0,435
20100000000000,34,1,1,0,0,0,70,5,10,0,252,80,0,480,480
20100000000000,33,1,3,0,0,0,55,0,0,0,170,0,0,565,540
20100000000000,41,1,3,0,0,0,30,240,65,0,565,0,0,0,480
20100000000000,62,2,5,0,0,0,60,80,3,0,496,0,0,0,703
20100000000000,58,1,3,0,0,0,80,245,0,0,195,0,60,0,730
20100000000000,51,1,3,0,0,0,15,165,30,0,525,0,0,0,620
20100000000000,65,1,3,0,0,0,60,35,0,0,360,45,0,401,510
20100000000000,35,2,4,0,0,0,30,180,5,120,580,0,0,0,420
20100000000000,62,1,5,0,0,0,179,20,2,0,485,0,0,0,750
20100000000000,58,1,2,0,0,0,35,85,0,0,325,160,0,0,635
20100000000000,36,2,3,65,0,688,70,120,0,0,0,0,0,0,300
20100000000000,67,2,1,0,0,0,140,15,0,0,585,0,0,0,570
20100000000000,27,2,2,90,0,0,90,150,0,0,570,0,0,0,540
20100000000000,44,2,2,345,0,0,45,225,75,0,210,0,0,0,390
20100000000000,20,2,1,0,0,30,55,65,5,0,290,150,0,0,540
20100000000000,54,2,1,0,110,0,80,0,0,0,395,0,0,295,420
20100000000000,33,2,2,353,0,0,76,140,60,0,275,0,0,0,360
20100000000000,58,1,4,0,0,0,90,140,25,0,455,0,0,0,600
20100000000000,69,2,5,0,0,0,20,215,75,0,485,0,0,0,600
20100000000000,47,2,1,0,0,0,0,10,60,0,225,0,0,450,480
20100000000000,52,2,2,0,0,0,30,135,0,0,675,0,0,0,340
20100000000000,60,2,3,0,0,0,60,30,0,0,45,20,0,790,405
20100000000000,67,2,2,0,0,0,55,305,138,0,345,0,45,0,420
20100000000000,33,2,3,40,0,0,130,270,0,0,120,0,0,0,780
20100000000000,24,1,3,0,0,0,30,0,0,0,238,0,0,715,420
20100000000000,54,1,2,0,0,0,45,240,10,0,775,0,0,0,360
20100000000000,25,1,3,0,20,0,15,20,60,0,325,0,0,0,770
20100000000000,34,2,3,120,0,0,120,190,0,0,445,0,0,0,555
20100000000000,26,1,3,5,0,0,55,369,0,0,435,0,0,0,570
20100000000000,45,2,2,2,0,0,120,209,0,0,499,0,0,0,480
20100000000000,33,2,2,120,0,105,30,70,0,0,60,0,0,0,510
20100000000000,66,1,2,0,0,0,110,20,200,0,510,0,0,0,480
20100000000000,74,2,1,0,0,0,15,25,0,0,605,30,0,0,480
20100000000000,60,1,4,0,0,0,10,16,40,0,665,0,0,0,637
20100000000000,26,2,3,15,0,0,125,60,60,0,230,0,0,0,805
20100000000000,56,1,4,15,0,0,45,72,15,0,575,0,0,0,420
20100000000000,42,2,2,0,0,0,45,160,0,0,45,0,0,525,570
20100000000000,16,1,2,0,0,0,30,0,0,60,630,0,0,0,630
20100000000000,62,2,2,0,0,0,165,195,0,0,15,0,0,480,420
20100000000000,39,1,2,0,240,0,60,0,0,0,380,0,0,0,630
20100000000000,73,2,2,0,0,0,30,0,0,0,240,0,0,0,1080
20100000000000,42,2,4,0,0,0,10,80,0,0,389,0,0,570,389
20100000000000,43,1,3,20,0,0,60,0,0,0,135,0,0,540,400
20100000000000,59,2,2,0,0,0,15,305,75,0,150,60,0,0,670
20100000000000,50,2,5,0,0,0,2,2,0,0,956,0,0,0,480
20100000000000,52,1,2,0,0,0,135,150,0,0,150,0,0,0,510
20100000000000,44,2,1,0,0,60,75,105,25,0,363,37,0,0,490
20100000000000,56,2,5,0,0,0,95,0,0,20,335,0,0,0,550
20100000000000,51,1,2,0,0,0,90,5,0,0,25,0,0,810,450
20100000000000,75,1,2,0,0,0,180,180,180,0,450,0,0,0,345
20100000000000,71,2,5,0,0,0,60,90,0,40,605,0,0,0,600
20100000000000,61,2,3,0,0,0,45,345,0,0,60,0,0,480,510
20100000000000,31,2,3,5,0,0,15,40,275,0,455,0,0,0,565
20100000000000,80,1,3,0,0,0,50,275,0,0,505,0,0,0,515
20100000000000,46,2,2,5,25,0,60,95,30,10,67,163,0,0,510
20100000000000,58,2,2,0,0,0,100,320,50,0,240,90,0,0,570
20100000000000,70,2,4,0,0,0,65,165,0,0,510,0,0,0,660
20100000000000,61,2,2,0,20,0,15,225,0,20,540,0,20,0,540
20100000000000,57,2,2,0,0,0,75,160,120,0,355,0,0,0,630
20100000000000,67,1,1,0,0,0,60,75,0,0,135,0,0,760,390
20100000000000,46,2,3,0,0,0,60,120,0,0,240,0,0,337,655
20100000000000,61,2,2,0,0,0,45,60,0,0,255,0,45,420,510
20100000000000,59,1,2,0,60,0,75,90,0,0,370,0,0,0,570
20100000000000,18,2,2,0,0,530,30,0,0,45,60,45,0,0,620
20100000000000,45,1,3,100,0,0,60,240,70,0,210,0,0,0,520
20100000000000,46,2,4,80,0,0,40,200,30,0,330,60,0,0,655
20100000000000,53,1,2,0,0,0,140,0,0,0,250,0,0,584,360
20100000000000,53,2,1,30,0,5,80,92,0,0,118,0,0,505,450
20100000000000,17,1,2,0,0,380,20,0,0,0,140,165,0,0,570
20100000000000,53,1,3,0,0,0,60,180,0,0,300,0,0,0,840
20100000000000,55,1,5,0,0,0,5,0,0,0,610,0,0,0,780
20100000000000,34,2,2,87,0,0,70,185,51,0,60,0,0,93,525
20100000000000,35,2,4,0,0,0,10,0,0,0,720,0,0,0,665
20100000000000,43,1,3,0,0,0,50,150,90,0,420,0,0,0,660
20100000000000,69,2,5,120,0,0,90,410,0,0,100,0,0,0,540
20100000000000,57,2,1,0,0,0,60,135,60,0,195,60,0,210,600
20100000000000,66,2,2,0,25,0,30,40,30,60,365,0,90,0,480
20100000000000,39,2,2,90,0,120,140,45,0,160,325,0,0,0,480
20100000000000,29,2,1,0,0,440,30,45,0,0,135,45,0,0,605
20100000000000,49,1,NA,10,0,0,35,0,165,0,385,95,0,0,470
20100000000000,36,1,1,0,0,0,50,0,0,0,240,0,0,454,568
20100000000000,22,2,3,0,0,210,35,15,230,0,120,0,0,0,580
20100000000000,22,2,5,33,0,0,10,75,0,0,80,0,0,382,750
20100000000000,39,2,3,6,0,0,25,0,20,0,326,0,0,508,380
20100000000000,35,2,2,0,0,0,65,195,0,0,460,0,0,0,690
20100000000000,40,1,2,0,0,0,20,190,20,0,630,0,0,0,515
20100000000000,49,2,2,0,0,0,60,150,0,0,240,0,0,480,510
20100000000000,42,1,2,0,0,0,90,30,180,0,360,0,0,120,630
20100000000000,69,1,3,0,0,0,310,0,25,0,520,0,0,0,420
20100000000000,66,2,4,0,0,0,30,55,0,110,715,0,0,0,500
20100000000000,70,2,2,0,0,0,0,30,0,0,820,0,0,0,510
20100000000000,40,1,4,70,0,0,75,127,35,70,120,0,45,0,733
20100000000000,62,1,4,0,0,0,90,212,250,0,218,0,0,0,540
20100000000000,45,2,3,0,0,0,90,0,396,0,380,60,0,0,450
20100000000000,58,1,4,42,0,0,35,5,5,0,240,0,0,0,505
20100000000000,53,2,4,5,0,0,15,40,0,0,480,0,0,0,660
20100000000000,63,1,1,0,0,0,55,35,0,0,202,20,0,476,374
20100000000000,34,1,3,0,0,0,45,17,10,0,105,0,0,610,525
20100000000000,41,1,2,60,0,0,80,15,0,0,280,30,0,360,530
20100000000000,46,2,3,0,0,0,30,20,25,0,563,0,0,430,240
20100000000000,19,1,4,0,0,15,30,0,0,0,328,0,0,0,1063
20100000000000,66,2,2,0,0,0,60,335,33,0,390,0,0,0,510
20100000000000,27,2,2,0,0,110,85,162,10,0,165,0,0,0,600
20100000000000,36,1,3,165,0,0,80,320,20,0,185,0,0,225,285
20100000000000,56,2,1,0,0,0,30,350,0,0,180,0,0,0,565
20100000000000,68,2,1,0,0,0,50,445,45,0,150,60,0,0,600
20100000000000,26,2,2,395,0,0,115,40,0,0,200,0,0,0,560
20100000000000,25,2,3,50,0,0,150,70,5,0,390,0,0,0,685
20100000000000,45,1,2,0,0,0,45,20,0,0,90,0,0,585,500
20100000000000,49,1,2,0,0,0,10,30,10,0,60,645,0,0,595
20100000000000,72,2,4,0,0,0,45,85,20,0,775,0,0,0,465
20100000000000,29,2,1,430,0,0,65,465,0,0,0,0,0,0,480
20100000000000,46,2,4,0,0,0,60,270,0,0,510,0,0,0,510
20100000000000,39,2,2,0,10,0,100,2,0,0,310,60,0,503,260
20100000000000,61,2,5,0,0,0,40,75,0,175,78,0,0,0,1048
20100000000000,51,2,2,0,0,0,30,155,70,0,200,60,0,285,425
20100000000000,44,2,4,0,0,0,180,0,60,85,430,0,120,0,385
20100000000000,79,1,2,0,0,0,30,75,40,0,145,0,0,120,510
20100000000000,48,2,1,0,0,0,90,105,90,0,315,150,0,0,600
20100000000000,36,1,2,0,0,120,15,90,0,0,705,0,0,0,480
20100000000000,23,1,4,0,0,0,0,0,0,0,200,0,0,430,720
20100000000000,54,2,2,0,0,0,60,270,0,0,420,0,0,60,600
20100000000000,37,1,1,0,0,0,0,0,0,0,200,0,0,650,535
20100000000000,73,1,2,0,0,0,15,225,0,0,660,0,0,0,540
20100000000000,37,2,2,0,0,0,0,0,0,115,295,0,0,240,750
20100000000000,48,2,2,152,0,0,20,348,0,0,0,0,0,60,550
20100000000000,45,2,1,15,0,0,165,520,55,0,105,0,0,0,410
20100000000000,65,1,1,0,0,0,120,15,90,0,580,65,0,0,480
20100000000000,80,2,4,0,0,0,110,75,10,0,445,0,0,0,555
20100000000000,62,2,3,0,20,0,60,278,45,0,330,0,0,0,580
20100000000000,62,2,2,0,0,0,75,55,40,60,480,60,0,120,480
20100000000000,58,2,3,0,0,0,40,100,60,60,65,0,0,0,650
20100000000000,44,1,3,75,10,0,10,130,0,0,150,0,0,490,510
20100000000000,70,2,5,0,0,0,50,290,60,0,120,0,0,0,600
20100000000000,46,1,5,0,0,0,95,0,0,0,460,0,0,0,540
20100000000000,20,1,2,0,0,0,85,50,7,0,160,120,0,80,583
20100000000000,46,1,3,0,0,0,120,63,0,0,587,0,0,0,630
20100000000000,66,1,2,0,0,0,25,60,0,85,440,105,120,0,570
20100000000000,45,1,3,0,0,0,15,225,0,0,630,0,0,0,570
20100000000000,49,2,4,40,0,0,195,0,40,0,360,0,0,0,480
20100000000000,28,1,1,0,0,0,60,35,3,0,269,0,0,364,554
20100000000000,80,1,2,0,0,0,150,0,65,0,585,0,0,0,540
20100000000000,46,1,1,0,0,0,30,0,0,0,0,90,0,60,540
20100000000000,50,2,2,0,0,0,80,110,5,0,95,30,0,560,450
20100000000000,53,1,2,0,0,0,45,185,90,70,153,0,0,0,600
20100000000000,32,2,3,0,0,0,0,72,0,0,808,0,0,0,560
20100000000000,56,2,2,5,0,0,0,60,0,0,180,0,0,600,330
20100000000000,61,1,1,0,0,0,150,0,0,0,200,60,0,415,503
20100000000000,58,2,1,15,0,0,120,86,120,0,315,45,0,0,419
20100000000000,36,2,1,240,0,0,120,0,0,0,240,0,0,0,715
20100000000000,32,2,3,95,0,0,30,0,0,0,90,0,0,605,520
20100000000000,30,1,2,0,0,0,60,43,0,0,215,0,0,517,525
20100000000000,60,2,2,0,0,0,20,79,0,0,374,0,0,465,270
20100000000000,70,2,3,0,0,0,110,530,0,0,220,0,0,0,525
20100000000000,52,1,3,0,0,0,30,0,15,210,495,0,0,0,588
20100000000000,33,1,1,30,0,0,80,70,0,0,100,0,0,525,505
20100000000000,44,2,2,140,0,0,60,70,0,0,115,25,0,465,480
20100000000000,85,2,2,0,0,0,75,340,60,0,280,0,0,0,500
20100000000000,21,2,2,0,0,0,45,70,30,0,227,0,157,365,390
20100000000000,36,2,2,15,0,0,45,20,7,0,90,60,0,525,487
20100000000000,78,2,4,0,0,0,65,115,0,0,630,0,0,0,510
20100000000000,45,1,2,0,0,0,150,0,45,0,120,0,0,0,375
20100000000000,46,2,3,145,0,0,30,75,0,0,205,0,0,365,460
20100000000000,30,2,2,142,0,0,150,51,0,0,270,0,0,30,660
20100000000000,28,1,2,40,0,0,90,110,0,80,150,0,0,0,570
20100000000000,33,2,3,0,0,0,30,5,0,0,300,0,0,735,270
20100000000000,53,1,NA,0,0,0,0,45,0,0,20,0,0,575,765
20100000000000,71,1,4,0,0,0,0,0,0,0,0,0,0,0,1260
20100000000000,62,1,2,0,0,0,90,0,15,0,90,0,0,610,590
20100000000000,36,1,NA,0,0,0,125,50,0,180,265,145,0,0,570
20100000000000,74,2,4,0,10,0,70,90,0,0,465,0,0,0,480
20100000000000,67,2,2,0,0,0,45,40,40,145,610,0,20,0,390
20100000000000,46,1,3,0,0,0,75,15,0,25,185,0,0,490,515
20100000000000,57,2,2,0,0,0,30,55,0,0,590,0,0,0,745
20100000000000,72,2,5,0,0,0,150,30,0,60,450,60,5,0,540
20100000000000,44,2,5,0,0,0,20,25,0,0,735,0,0,0,660
20100000000000,27,1,1,0,0,0,0,150,0,0,180,0,0,0,550
20100000000000,42,2,5,0,0,0,60,75,30,120,45,0,0,105,660
20100000000000,54,2,3,0,390,0,90,175,0,30,150,0,0,0,495
20100000000000,62,1,4,0,0,0,30,0,0,0,260,0,0,620,450
20100000000000,54,1,3,0,90,0,30,2,0,0,513,0,0,0,445
20100000000000,45,2,3,28,5,0,60,98,152,0,95,0,0,0,735
20100000000000,33,1,3,30,0,0,20,20,0,0,350,0,0,90,540
20100000000000,32,1,2,0,20,240,0,60,0,0,220,120,0,0,730
20100000000000,59,2,2,0,120,0,0,55,180,0,245,60,0,0,590
20100000000000,71,2,1,0,0,0,75,415,45,0,304,0,0,0,540
20100000000000,15,1,3,0,0,505,20,0,0,0,22,145,0,0,398
20100000000000,80,1,4,0,0,0,80,155,0,0,155,0,0,0,635
20100000000000,60,1,2,0,0,0,90,180,120,0,468,0,0,0,450
20100000000000,28,2,2,0,0,0,30,120,0,0,112,60,0,483,510
20100000000000,63,2,5,0,0,0,135,60,105,0,348,0,0,0,600
20100000000000,39,2,1,50,0,0,75,10,10,0,220,0,0,480,494
20100000000000,74,2,2,0,0,0,95,250,65,190,275,0,0,0,445
20100000000000,29,2,3,60,0,0,80,45,25,0,201,0,0,487,420
20100000000000,38,1,3,0,6,0,50,30,45,0,159,0,0,615,420
20100000000000,78,1,3,0,0,0,75,65,0,0,540,0,30,0,570
20100000000000,63,1,3,0,0,0,30,170,40,0,300,90,120,0,510
20100000000000,29,2,1,50,0,0,25,230,0,0,499,0,0,0,450
20100000000000,63,2,4,0,0,0,75,350,5,0,380,0,0,0,600
20100000000000,44,1,2,35,4,0,90,0,0,0,304,0,0,525,330
20100000000000,33,1,3,120,0,0,40,30,0,0,305,0,0,460,415
20100000000000,57,2,3,0,0,0,60,80,40,0,105,0,0,470,480
20100000000000,36,1,3,30,0,0,120,440,60,0,120,0,0,0,600
20100000000000,39,2,2,300,0,0,30,185,35,0,30,60,0,60,540
20100000000000,39,1,3,60,0,0,90,320,1,0,214,0,0,0,630
20100000000000,49,1,2,21,0,0,70,0,20,0,40,0,0,514,525
20100000000000,47,2,3,50,0,0,45,90,0,0,40,0,0,728,390
20100000000000,27,2,3,21,0,0,20,50,55,0,115,0,0,604,432
20100000000000,57,1,1,0,0,0,110,30,10,0,195,0,0,490,420
20100000000000,43,1,3,0,0,0,60,10,0,0,315,0,0,465,460
20100000000000,62,1,4,0,0,0,120,15,30,0,450,0,0,90,525
20100000000000,28,2,1,130,0,0,75,300,50,0,15,0,0,520,150
20100000000000,66,1,5,0,0,0,90,0,15,0,30,0,0,600,500
20100000000000,61,2,3,50,0,0,55,50,0,0,225,0,0,400,515
20100000000000,30,1,1,21,0,0,102,0,0,0,208,0,0,551,480
20100000000000,34,2,1,25,0,0,81,55,0,0,230,60,0,459,405
20100000000000,42,1,3,0,0,0,15,0,0,0,0,0,0,760,455
20100000000000,55,2,3,0,0,0,75,470,30,0,405,0,0,0,360
20100000000000,63,1,1,0,0,0,120,0,0,0,250,0,505,0,510
20100000000000,67,2,2,0,0,0,110,290,180,0,180,0,0,0,450
20100000000000,65,1,3,0,120,0,35,115,1,0,623,0,0,0,510
20100000000000,22,2,1,2,0,0,30,90,25,135,194,0,0,60,665
20100000000000,77,1,3,0,0,0,75,440,0,0,505,0,0,0,390
20100000000000,43,2,4,225,0,0,5,185,0,0,0,0,265,0,525
20100000000000,69,2,2,0,0,0,50,52,60,0,310,0,0,238,660
20100000000000,27,1,2,0,0,0,30,0,0,0,165,90,0,510,480
20100000000000,71,1,1,0,60,0,210,415,0,0,275,0,0,0,360
20100000000000,22,1,4,0,0,60,145,0,0,0,225,0,355,0,570
20100000000000,31,1,1,115,0,0,95,190,0,120,160,30,0,130,510
20100000000000,73,2,3,0,0,0,30,321,0,30,489,0,0,30,540
20100000000000,56,1,3,0,0,0,60,0,0,0,260,0,0,0,480
20100000000000,85,2,5,0,0,0,80,0,0,0,840,0,0,0,450
20100000000000,80,2,2,50,0,0,75,215,0,0,545,0,0,0,495
20100000000000,60,2,1,30,19,0,40,190,15,45,280,45,0,0,480
20100000000000,29,2,2,0,0,515,100,60,0,0,150,0,0,0,545
20100000000000,62,2,2,0,0,0,85,27,15,147,539,0,5,45,480
20100000000000,41,2,2,60,3,0,40,275,0,0,285,0,0,10,610
20100000000000,45,2,3,0,0,0,40,85,120,0,40,0,0,0,595
20100000000000,41,2,2,0,0,0,0,55,45,0,60,0,0,485,440
20100000000000,24,2,3,35,0,0,90,5,60,0,20,0,0,465,550
20100000000000,62,1,3,0,30,0,60,270,0,0,405,0,0,120,540
20100000000000,57,2,4,53,0,0,80,250,224,0,120,0,0,0,450
20100000000000,80,2,4,0,0,0,210,161,90,0,319,0,0,0,360
20100000000000,37,1,2,0,5,0,15,0,5,0,180,0,110,530,390
20100000000000,24,2,2,0,11,412,75,100,0,0,170,30,0,0,525
20100000000000,78,1,2,5,0,0,65,89,57,0,478,0,165,0,375
20100000000000,66,1,2,0,0,0,175,270,10,0,365,0,0,0,570
20100000000000,42,1,3,116,0,0,140,0,10,60,235,0,145,0,555
20100000000000,67,2,3,0,0,0,55,164,2,0,543,0,0,0,630
20100000000000,63,1,2,0,0,0,40,0,0,0,602,15,132,0,585
20100000000000,40,1,3,411,30,0,50,25,10,0,356,0,0,16,461
20100000000000,24,2,2,280,0,0,120,60,0,0,315,0,0,0,635
20100000000000,49,1,1,0,0,0,0,0,0,0,180,0,0,600,550
20100000000000,66,1,1,0,0,0,105,260,0,0,505,0,0,0,510
20100000000000,24,2,4,120,0,0,35,65,0,0,410,0,0,0,660
20100000000000,56,1,5,0,0,0,30,120,0,0,390,0,0,0,660
20100000000000,17,1,1,0,0,428,70,2,0,0,40,60,191,0,563
20100000000000,51,1,1,30,0,0,105,60,60,0,545,0,0,0,630
20100000000000,44,2,2,0,0,210,30,90,0,95,130,0,30,0,675
20100000000000,27,1,NA,0,0,0,60,0,0,0,160,0,0,480,480
20100000000000,77,1,4,0,0,0,75,140,0,0,515,30,0,0,660
20100000000000,63,2,2,100,0,0,30,207,20,235,260,0,0,0,415
20100000000000,40,1,2,0,0,0,20,0,20,0,75,0,0,277,649
20100000000000,39,1,NA,0,220,0,50,95,0,0,225,25,0,368,408
20100000000000,43,1,3,0,0,0,75,0,0,0,0,0,0,690,420
20100000000000,57,1,2,0,4,0,75,105,40,0,646,0,0,0,460
20100000000000,51,1,3,60,0,0,90,30,0,320,0,0,0,0,615
20100000000000,77,2,3,15,0,0,90,190,85,30,323,0,0,0,600
20100000000000,43,2,2,108,0,0,70,378,5,0,50,0,0,0,595
20100000000000,55,2,5,0,80,0,55,519,0,0,320,40,0,0,270
20100000000000,80,2,2,0,0,0,60,20,0,125,635,0,0,0,540
20100000000000,42,1,1,0,0,0,60,238,0,0,180,840,0,0,120
20100000000000,20,1,1,0,120,135,40,0,0,0,480,0,0,0,543
20100000000000,48,2,4,0,0,0,30,0,0,0,395,0,0,485,389
20100000000000,52,1,2,0,0,0,25,150,0,0,190,0,0,500,405
